adult,genre_ids,id,original_language,popularity,release_date,title,video,vote_average,vote_count
FALSE,"[27, 53]",357096,en,41.412,01-10-2015,I Spit on Your Grave III: Vengeance Is Mine,FALSE,5.7,872
FALSE,"[35, 18]",318846,en,41.403,11-12-2015,The Big Short,FALSE,7.35,8452
FALSE,"[28, 53, 80, 18]",62835,en,41.403,27-07-2011,Colombiana,FALSE,6.612,2412
FALSE,"[27, 10752]",56386,it,41.401,16-11-1976,SS Experiment Love Camp,FALSE,5.45,70
FALSE,"[80, 14, 27, 53]",351460,en,41.395,25-08-2017,Death Note,FALSE,4.2,3771
FALSE,"[878, 80]",185,en,41.392,19-12-1971,A Clockwork Orange,FALSE,8.213,12121
FALSE,"[53, 878, 18, 27]",333371,en,41.39,10-03-2016,10 Cloverfield Lane,FALSE,6.984,7456
FALSE,"[16, 10751, 10770]",13382,en,41.367,06-12-1964,Rudolph the Red-Nosed Reindeer,FALSE,7.4,516
FALSE,"[27, 35]",19994,en,41.357,18-09-2009,Jennifer's Body,FALSE,5.912,3505
FALSE,"[10751, 14, 35, 12]",2899,fr,41.346,30-01-2002,Asterix & Obelix: Mission Cleopatra,FALSE,7.4,3266
FALSE,"[35, 80]",115,en,41.341,06-03-1998,The Big Lebowski,FALSE,7.841,10528
FALSE,[35],239563,en,41.336,09-10-2014,St. Vincent,FALSE,7.101,1760
FALSE,"[80, 14, 18]",1427,en,41.329,13-09-2006,Perfume: The Story of a Murderer,FALSE,7.351,4246
FALSE,"[35, 878, 12]",774752,en,41.32,25-11-2022,The Guardians of the Galaxy Holiday Special,FALSE,7.2,1709
FALSE,"[27, 878]",9426,en,41.294,15-08-1986,The Fly,FALSE,7.39,4048
FALSE,"[10751, 16, 10749]",10340,en,41.279,22-06-1955,Lady and the Tramp,FALSE,7.103,4928
FALSE,"[35, 878]",1210239,en,41.275,02-02-2023,Moon Maidens,FALSE,1.5,2
FALSE,"[14, 12, 10751]",426543,en,41.273,26-10-2018,The Nutcracker and the Four Realms,FALSE,6.078,2016
FALSE,"[18, 80, 53]",37645,fr,41.259,23-03-2010,22 Bullets,FALSE,6.668,1126
FALSE,"[28, 18, 53]",22164,en,41.245,07-02-2009,Blood and Bone,FALSE,7.335,704
FALSE,[35],9291,en,41.245,27-05-2005,The Longest Yard,FALSE,6.645,3131
FALSE,"[35, 27]",184345,en,41.235,17-04-2014,A Haunted House 2,FALSE,6.102,1310
FALSE,"[28, 35, 10751, 12]",10054,en,41.223,18-03-2001,Spy Kids,FALSE,5.785,3223
FALSE,"[27, 53, 18]",405774,en,41.199,13-12-2018,Bird Box,FALSE,6.8,9331
FALSE,[53],717634,en,41.192,11-12-2020,Girl,FALSE,6.2,186
FALSE,"[28, 35, 12, 10752]",7446,en,41.191,09-08-2008,Tropic Thunder,FALSE,6.648,5688
FALSE,"[53, 80, 18]",985932,tl,41.166,24-06-2022,Virgin Forest,FALSE,5.5,11
FALSE,"[10749, 878, 18]",152601,en,41.154,18-12-2013,Her,FALSE,7.861,13555
FALSE,"[14, 35, 10751]",9021,en,41.15,31-10-2002,The Santa Clause 2,FALSE,5.935,1206
FALSE,[35],8274,en,41.126,31-10-2005,American Pie Presents: Band Camp,FALSE,5.467,1958
FALSE,"[12, 37]",11943,en,41.123,10-09-1972,Jeremiah Johnson,FALSE,7.3,542
FALSE,"[35, 10749]",271718,en,41.115,17-07-2015,Trainwreck,FALSE,5.791,2468
FALSE,"[10749, 18]",527641,en,41.113,14-03-2019,Five Feet Apart,FALSE,8.281,5315
FALSE,"[18, 10751]",783080,en,41.108,05-01-2021,Hope's Legacy,FALSE,6.5,2
FALSE,"[35, 18, 10749]",20334,en,41.069,12-01-1940,The Shop Around the Corner,FALSE,8.258,646
FALSE,"[10751, 35, 12, 80, 18]",11212,en,41.064,01-07-1994,Baby's Day Out,FALSE,6.278,1220
FALSE,"[10770, 35, 10751]",1146147,en,41.036,28-09-2023,A Really Haunted Loud House,FALSE,5.8,16
FALSE,"[14, 28, 53, 27]",346672,en,41.034,24-11-2016,Underworld: Blood Wars,FALSE,5.8,3449
FALSE,"[12, 28, 53]",11678,en,41.029,08-12-2000,Vertical Limit,FALSE,6.003,959
FALSE,"[53, 18, 9648]",1018,en,41.024,06-06-2001,Mulholland Drive,FALSE,7.8,5755
