movie_title,genre_names,genre_ids
Boyka: Undisputed IV,"Action, Drama","28, 18"
Snowpiercer,"Action, Science Fiction, Drama","28, 878, 18"
The Three Musketeers: Milady,"Adventure, Action","12, 28"
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family","14, 16, 10751"
Mulan,"Adventure, Fantasy, Drama, Action","12, 14, 18, 28"
Wreck-It Ralph,"Family, Animation, Comedy, Adventure","10751, 16, 35, 12"
Once Upon a Time… in Hollywood,"Comedy, Drama, Thriller","35, 18, 53"
Rabbids Invasion - Mission To Mars,Animation,16
The Croods: A New Age,"Animation, Family, Adventure, Fantasy, Comedy","16, 10751, 12, 14, 35"
Ralph Breaks the Internet,"Family, Animation, Comedy, Adventure","10751, 16, 35, 12"
Dad or Mom,Comedy,35
Love & Other Drugs,"Drama, Comedy, Romance","18, 35, 10749"
Insidious: The Last Key,"Horror, Mystery, Thriller","27, 9648, 53"
The Gentlemen,"Action, Crime, Comedy","28, 80, 35"
The Beekeeper,"Action, Thriller","28, 53"
Transformers: The Last Knight,"Action, Adventure, Science Fiction","28, 12, 878"
Live Free or Die Hard,"Action, Thriller","28, 53"
Lightyear,"Animation, Action, Adventure, Family, Science Fiction","16, 28, 12, 10751, 878"
Lightyear,"Animation, Action, Adventure, Family, Science Fiction","16, 28, 12, 10751, 878"
Asterix & Obelix: The Middle Kingdom,"Family, Comedy, Adventure","10751, 35, 12"
The Darkest Minds,"Action, Adventure, Drama","28, 12, 18"
Sherlock Holmes,"Action, Adventure, Crime, Mystery","28, 12, 80, 9648"
Freaky,"Comedy, Fantasy, Horror, Thriller","35, 14, 27, 53"
Norbit,Comedy,35
Harry Potter 20th Anniversary: Return to Hogwarts,Documentary,99
American Psycho,"Thriller, Drama, Crime","53, 18, 80"
With Every Heartbeat,"Romance, Drama","10749, 18"
The Magic Flute,"Adventure, Fantasy, Music, Family","12, 14, 10402, 10751"
Training Day,"Action, Crime, Drama","28, 80, 18"
Blended,"Comedy, Romance","35, 10749"
Sword Art Online the Movie -Progressive- Scherzo of Deep Night,"Animation, Action, Fantasy, Science Fiction","16, 28, 14, 878"
A Good Day to Die Hard,"Action, Thriller","28, 53"
Death on the Nile,"Mystery, Crime, Thriller","9648, 80, 53"
The Departed,"Drama, Thriller, Crime","18, 53, 80"
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy","12, 10751, 14"
Doctor Sleep,"Horror, Thriller, Fantasy","27, 53, 14"
300: Rise of an Empire,"Action, Drama, War","28, 18, 10752"
VR Fighter,"Action, Science Fiction","28, 878"
Fantastic Four,"Action, Adventure, Science Fiction","28, 12, 878"
The Forever Purge,"Horror, Action, Thriller","27, 28, 53"
Rocky,"Drama, Romance","18, 10749"
Furiosa: A Mad Max Saga,"Action, Science Fiction, Thriller","28, 878, 53"
Creed II,"Drama, Action","18, 28"
Butcher's Crossing,"Western, Drama","37, 18"
Ghostbusters: Afterlife,"Fantasy, Comedy, Adventure","14, 35, 12"
The Captive,"Drama, Thriller, Crime","18, 53, 80"
Opponent,Drama,18
Shotgun Wedding,"Action, Comedy, Romance","28, 35, 10749"
Old,"Thriller, Mystery, Horror","53, 9648, 27"
Amélie,"Comedy, Romance","35, 10749"
Scooby-Doo! and the Loch Ness Monster,"Family, Adventure, Animation, Comedy, Fantasy, Mystery","10751, 12, 16, 35, 14, 9648"
LEGO Marvel Avengers: Code Red,"Animation, Action, Family","16, 28, 10751"
The Three Musketeers: D'Artagnan,"Adventure, Action, History, Drama","12, 28, 36, 18"
Finnick,"Comedy, Adventure, Animation","35, 12, 16"
Ginger's Tale,Animation,16
King Arthur: Legend of the Sword,"Action, Drama, Fantasy","28, 18, 14"
The Godfather Part III,"Crime, Drama, Thriller","80, 18, 53"
Sin City: A Dame to Kill For,"Crime, Action, Thriller","80, 28, 53"
Jagun Jagun,"Action, Drama","28, 18"
Winnie the Pooh: Blood and Honey,"Horror, Thriller","27, 53"
Final Destination,Horror,27
Mission: Impossible,"Adventure, Action, Thriller","12, 28, 53"
The Little Witch,"Family, Comedy, Drama","10751, 35, 18"
Nefarious,"Horror, Thriller","27, 53"
King Kong,"Adventure, Drama, Action","12, 18, 28"
Ant-Man and the Wasp,"Action, Adventure, Science Fiction","28, 12, 878"
Arrival,"Drama, Science Fiction, Mystery","18, 878, 9648"
Dragon Ball Z: Broly – The Legendary Super Saiyan,"Animation, Science Fiction, Action","16, 878, 28"
This One Summer,"Comedy, Drama","35, 18"
Maze Runner: The Death Cure,"Science Fiction, Action, Adventure, Thriller","878, 28, 12, 53"
The Chronicles of Narnia: Prince Caspian,"Adventure, Family, Fantasy","12, 10751, 14"
Taxi Driver,"Crime, Drama","80, 18"
Along with the Gods: The Two Worlds,"Action, Adventure, Drama, Fantasy, Thriller, Mystery","28, 12, 18, 14, 53, 9648"
Armageddon,"Action, Thriller, Science Fiction, Adventure","28, 53, 878, 12"
The Sea Beast,"Animation, Adventure, Family, Fantasy","16, 12, 10751, 14"
Cars,"Animation, Adventure, Comedy, Family","16, 12, 35, 10751"
The Marsh King's Daughter,"Thriller, Drama","53, 18"
Breakout,"Action, Thriller","28, 53"
The Marsh King's Daughter,"Thriller, Drama","53, 18"
Breakout,"Action, Thriller","28, 53"
Sexual Chronicles of a French Family,"Comedy, Drama","35, 18"
Mission: Impossible - Rogue Nation,"Action, Adventure","28, 12"
Anaconda,"Adventure, Horror, Thriller","12, 27, 53"
Miracle on 34th Street,"Fantasy, Drama, Family","14, 18, 10751"
Scary Movie 2,Comedy,35
Train to Busan,"Horror, Thriller, Action, Adventure","27, 53, 28, 12"
Extraction,"Action, Thriller","28, 53"
Apocalypto,"Action, Drama, History","28, 18, 36"
Kingdom of the Planet of the Apes,"Action, Science Fiction","28, 878"
The Foreigner,"Action, Thriller","28, 53"
The Persian Version,"Comedy, Drama, Romance","35, 18, 10749"
Trading Places,Comedy,35
American Pie,"Comedy, Romance","35, 10749"
Next Goal Wins,"Comedy, Drama","35, 18"
Bottoms,Comedy,35
The Exorcism of God,"Horror, Crime, Drama","27, 80, 18"
Haslers,"Drama, Romance, Thriller","18, 10749, 53"
Glass,"Thriller, Drama, Science Fiction","53, 18, 878"
Central Intelligence,"Action, Comedy, Crime, Mystery","28, 35, 80, 9648"
Daddy's Home 2,Comedy,35
Alienoid,"Science Fiction, Action, Fantasy, Adventure","878, 28, 14, 12"
Clifford the Big Red Dog,"Family, Adventure, Comedy, Fantasy, Animation","10751, 12, 35, 14, 16"
Scream,"Crime, Horror, Mystery","80, 27, 9648"
Drive,"Drama, Thriller, Crime","18, 53, 80"
El Infierno,"Drama, Crime, Comedy","18, 80, 35"
The Black Demon,"Thriller, Drama","53, 18"
Insidious,"Horror, Thriller","27, 53"
The Call of the Wild,"Adventure, Family, Drama","12, 10751, 18"
Birdman or (The Unexpected Virtue of Ignorance),"Drama, Comedy","18, 35"
Memories,"Fantasy, Animation, Science Fiction","14, 16, 878"
Spiral: From the Book of Saw,"Horror, Crime, Mystery","27, 80, 9648"
Police Academy,"Comedy, Crime","35, 80"
Journey 2: The Mysterious Island,"Adventure, Action, Science Fiction","12, 28, 878"
Inside,"Drama, Thriller","18, 53"
Dolittle,"Family, Comedy, Fantasy, Adventure","10751, 35, 14, 12"
Tom and Jerry: Willy Wonka and the Chocolate Factory,"Family, Animation, Adventure, Comedy","10751, 16, 12, 35"
T2 Trainspotting,"Drama, Comedy","18, 35"
This Is Christmas,"Comedy, Drama, Romance, TV Movie","35, 18, 10749, 10770"
Scrooged,"Fantasy, Comedy, Drama","14, 35, 18"
G.I. Joe: The Rise of Cobra,"Adventure, Action, Thriller, Science Fiction","12, 28, 53, 878"
The Age of Adaline,"Romance, Fantasy, Drama","10749, 14, 18"
Dumbo,"Family, Fantasy, Adventure","10751, 14, 12"
Baby Assassins 2 Babies,"Action, Drama, Crime, Comedy","28, 18, 80, 35"
The Girl with the Dragon Tattoo,"Thriller, Crime, Mystery","53, 80, 9648"
Rango,"Animation, Comedy, Family, Western, Adventure","16, 35, 10751, 37, 12"
Three Swedish Girls in Upper Bavaria,Comedy,35
Miracle on 34th Street,"Comedy, Drama, Family","35, 18, 10751"
Nimona,"Animation, Fantasy","16, 14"
Midsommar,"Horror, Drama, Mystery","27, 18, 9648"
Tower Heist,"Action, Comedy","28, 35"
Scott Pilgrim vs. the World,"Action, Comedy, Romance","28, 35, 10749"
Suicide Squad,"Action, Adventure, Fantasy","28, 12, 14"
Cold Pursuit,"Comedy, Action, Crime, Thriller","35, 28, 80, 53"
Christmas with the Kranks,"Comedy, Family","35, 10751"
The Wedding Ringer,Comedy,35
Christmas As Usual,"Romance, Comedy, Drama","10749, 35, 18"
American Horror House,Horror,27
The Fabelmans,"Drama, Comedy","18, 35"
Alice Through the Looking Glass,"Adventure, Family, Fantasy","12, 10751, 14"
Ninja Assassin,"Action, Adventure, Thriller","28, 12, 53"
Blood Punch,"Horror, Thriller","27, 53"
Annabelle: Creation,"Horror, Mystery, Thriller","27, 9648, 53"
Hocus Pocus 2,"Fantasy, Comedy, Family","14, 35, 10751"
Strange World,"Animation, Family, Adventure, Science Fiction","16, 10751, 12, 878"
The Gray Man,"Action, Thriller","28, 53"
Emmanuelle,"Drama, Romance","18, 10749"
Rambo: First Blood Part II,"Action, Adventure, Thriller, War","28, 12, 53, 10752"
That's My Boy,"Comedy, Drama","35, 18"
War for the Planet of the Apes,"Drama, Science Fiction, War","18, 878, 10752"
Finestkind,"Crime, Drama, Thriller","80, 18, 53"
The Call,"Crime, Thriller","80, 53"
The Purge: Anarchy,"Horror, Thriller","27, 53"
Red Dawn,"Action, Thriller, War, Drama","28, 53, 10752, 18"
Memory,"Action, Thriller, Crime","28, 53, 80"
Now You See Me,"Thriller, Crime","53, 80"
Saw VI,"Horror, Thriller","27, 53"
Dragon Ball Z: Cooler's Revenge,"Action, Animation, Science Fiction","28, 16, 878"
Rio,"Animation, Adventure, Comedy, Family","16, 12, 35, 10751"
Murder City,"Crime, Thriller, Action","80, 53, 28"
Taken 2,"Action, Crime, Thriller","28, 80, 53"
Indiana Jones and the Kingdom of the Crystal Skull,"Adventure, Action","12, 28"
The Thing,"Horror, Mystery, Science Fiction","27, 9648, 878"
Hotel Transylvania 3: Summer Vacation,"Animation, Comedy, Family, Fantasy","16, 35, 10751, 14"
A Brush with Christmas,"TV Movie, Comedy, Drama, Romance","10770, 35, 18, 10749"
Genie,"Fantasy, Comedy","14, 35"
Angels & Demons,"Thriller, Mystery","53, 9648"
Gremlins,"Fantasy, Horror, Comedy","14, 27, 35"
Annihilation,"Science Fiction, Horror","878, 27"
Green Night,Drama,18
Trees and Other Entanglements,Documentary,99
Child's Play,Horror,27
Ip Man: The Awakening,"Action, Adventure, History, Drama","28, 12, 36, 18"
Pocahontas,"Adventure, Animation, Family, Romance","12, 16, 10751, 10749"
Lilo & Stitch,"Animation, Family","16, 10751"
The Prestige,"Drama, Mystery, Science Fiction","18, 9648, 878"
Red Dawn,"Action, Thriller","28, 53"
Captain America: The First Avenger,"Action, Adventure, Science Fiction","28, 12, 878"
Crater,"Science Fiction, Action, Adventure, Family","878, 28, 12, 10751"
My Hero Academia: World Heroes' Mission,"Animation, Action, Adventure, Science Fiction","16, 28, 12, 878"
Robin Hood,"Action, Adventure, Drama","28, 12, 18"
6 Underground,"Action, Comedy, Thriller","28, 35, 53"
Dune,"Action, Science Fiction, Adventure","28, 878, 12"
Nymphomaniac: Vol. II,"Drama, Mystery","18, 9648"
Jigen Daisuke,"Action, Crime, Drama","28, 80, 18"
The Big Slime Movie,"Family, Adventure","10751, 12"
Finding Dory,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
Independence Day,"Action, Adventure, Science Fiction","28, 12, 878"
Down,"Horror, Drama, Thriller, TV Movie","27, 18, 53, 10770"
The Swan Princess: Far Longer Than Forever,"Animation, Family, Adventure","16, 10751, 12"
Ice Age: The Meltdown,"Animation, Family, Comedy, Adventure","16, 10751, 35, 12"
Jack Frost,"Comedy, Family, Drama, Fantasy","35, 10751, 18, 14"
Rush Hour,"Action, Comedy, Crime","28, 35, 80"
A Merry Christmas Wish,"TV Movie, Comedy, Romance","10770, 35, 10749"
Piranha 3D,"Comedy, Horror","35, 27"
Pretty Woman,"Comedy, Romance","35, 10749"
Descendants 2,"Family, Music, Fantasy, TV Movie, Adventure, Action, Romance","10751, 10402, 14, 10770, 12, 28, 10749"
The Mist,"Horror, Science Fiction, Thriller","27, 878, 53"
He's Just Not That Into You,"Comedy, Romance, Drama","35, 10749, 18"
Don't Sleep,"Horror, Thriller","27, 53"
The Bourne Ultimatum,"Action, Drama, Mystery, Thriller","28, 18, 9648, 53"
Planet of the Apes,"Thriller, Science Fiction, Action, Adventure","53, 878, 28, 12"
Total Recall,"Action, Science Fiction, Thriller","28, 878, 53"
Spy Kids: Armageddon,"Family, Comedy, Action, Adventure, Science Fiction","10751, 35, 28, 12, 878"
No Manches Frida 2,Comedy,35
Mission: Impossible III,"Adventure, Action, Thriller","12, 28, 53"
Hawaiian Vacation,"Animation, Family, Comedy","16, 10751, 35"
Balkan Line,"Drama, Action, War","18, 28, 10752"
Perfect Blue,"Animation, Thriller","16, 53"
The Puppetman,Horror,27
Old Dads,Comedy,35
The Good Dinosaur,"Adventure, Animation, Family","12, 16, 10751"
Shark Tale,"Animation, Action, Comedy, Family","16, 28, 35, 10751"
Trick,"Thriller, Horror","53, 27"
Eva,"Drama, Romance","18, 10749"
Abominable,"Family, Animation, Adventure, Comedy","10751, 16, 12, 35"
Spirit: Stallion of the Cimarron,"Animation, Adventure, Comedy, Family, Drama","16, 12, 35, 10751, 18"
Halloween,"Horror, Thriller","27, 53"
Superman,"Science Fiction, Action, Adventure","878, 28, 12"
Godzilla: City on the Edge of Battle,"Animation, Science Fiction","16, 878"
Dinosaur,"Family, Animation","10751, 16"
Mission: Impossible II,"Adventure, Action, Thriller","12, 28, 53"
Sausage Party,"Adventure, Animation, Comedy, Fantasy","12, 16, 35, 14"
Ant-Man,"Science Fiction, Action, Adventure","878, 28, 12"
God Is a Bullet,"Thriller, Action, Crime, Horror, Drama","53, 28, 80, 27, 18"
Tombstone,"Western, Action","37, 28"
Men in Black,"Action, Adventure, Comedy, Science Fiction","28, 12, 35, 878"
Hansel & Gretel: Witch Hunters,"Fantasy, Horror, Action","14, 27, 28"
Home,"Fantasy, Comedy, Animation, Science Fiction, Family","14, 35, 16, 878, 10751"
The Huntsman: Winter's War,"Action, Adventure, Drama","28, 12, 18"
Terminator: Dark Fate,"Science Fiction, Adventure, Action","878, 12, 28"
Jaws,"Horror, Thriller, Adventure","27, 53, 12"
The SpongeBob SquarePants Movie,"Family, Animation, Comedy, Fantasy, Adventure","10751, 16, 35, 14, 12"
TRON: Legacy,"Adventure, Action, Science Fiction","12, 28, 878"
Wrong Turn,"Horror, Thriller, Drama","27, 53, 18"
Monster Hunter,"Action, Fantasy, Adventure","28, 14, 12"
Braveheart,"Action, Drama, History, War","28, 18, 36, 10752"
A Bronx Tale,"Drama, Crime","18, 80"
Descendants 3,"Family, TV Movie, Adventure, Fantasy","10751, 10770, 12, 14"
Hellboy,"Fantasy, Horror, Action, Adventure","14, 27, 28, 12"
How to Train Your Dragon: Homecoming,"Animation, Fantasy, Adventure, Action, Family","16, 14, 12, 28, 10751"
Boruto: Naruto the Movie,"Animation, Action, Comedy","16, 28, 35"
Run,"Thriller, Horror, Drama","53, 27, 18"
The Secret Life of Walter Mitty,"Adventure, Comedy, Drama, Fantasy","12, 35, 18, 14"
A Bug's Life,"Adventure, Animation, Comedy, Family, Fantasy","12, 16, 35, 10751, 14"
Blade Runner,"Science Fiction, Drama, Thriller","878, 18, 53"
See You on Venus,"Romance, Drama","10749, 18"
Through My Window: Across the Sea,"Romance, Drama, Comedy","10749, 18, 35"
Anyone But You,"Comedy, Romance","35, 10749"
Bohemian Rhapsody,"Music, Drama","10402, 18"
Accident Man: Hitman's Holiday,"Action, Comedy, Crime","28, 35, 80"
Annie,"Comedy, Drama, Family","35, 18, 10751"
Other Side of the Box,"Horror, Thriller","27, 53"
Scrooge: A Christmas Carol,"Animation, Family, Fantasy","16, 10751, 14"
Rick and Morty: The Great Yokai Battle of Akihabara,,
Fred Claus,"Action, Comedy, Drama","28, 35, 18"
Madagascar 3: Europe's Most Wanted,"Animation, Family, Comedy, Adventure","16, 10751, 35, 12"
The Hangover Part III,Comedy,35
Clash of the Titans,"Adventure, Fantasy, Action","12, 14, 28"
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance","18, 14, 10749"
Zodiac,"Crime, Drama, Mystery, Thriller","80, 18, 9648, 53"
Medieval,"Action, Drama, History","28, 18, 36"
Emmanuelle 4,"Drama, Romance","18, 10749"
AKA,Action,28
The Smile of the Fox,Thriller,53
The Passion of the Christ,Drama,18
Dumb and Dumber To,Comedy,35
Me Vuelves Loca,Comedy,35
Mary Poppins,"Comedy, Family, Fantasy","35, 10751, 14"
Catering Christmas,"TV Movie, Comedy, Romance","10770, 35, 10749"
Law Abiding Citizen,"Drama, Crime, Thriller","18, 80, 53"
Appassionata,Drama,18
American Wedding,"Comedy, Romance","35, 10749"
"Red, White & Royal Blue","Comedy, Romance","35, 10749"
Dark Waters,"Drama, Thriller","18, 53"
Under the Dog,"Action, Animation, Science Fiction, Thriller","28, 16, 878, 53"
Lionheart,Action,28
Treasure Planet,"Adventure, Animation, Family, Fantasy, Science Fiction","12, 16, 10751, 14, 878"
Rush Hour 2,"Action, Comedy, Crime","28, 35, 80"
Ghostbusters,"Action, Fantasy, Comedy","28, 14, 35"
Madagascar: Escape 2 Africa,"Family, Adventure, Animation, Comedy","10751, 12, 16, 35"
Campeonex,"Comedy, Drama","35, 18"
Allegiant,"Adventure, Science Fiction, Action, Mystery","12, 878, 28, 9648"
Scary Movie 5,Comedy,35
Pinocchio,"Animation, Family","16, 10751"
Mulan II,"Animation, Comedy, Family, Action","16, 35, 10751, 28"
Battleship,"Thriller, Action, Adventure, Science Fiction","53, 28, 12, 878"
The Help,Drama,18
12 Angry Men,Drama,18
Alive,"Adventure, Drama, Thriller","12, 18, 53"
When Christmas Was Young,"TV Movie, Comedy, Romance","10770, 35, 10749"
17 Again,"Comedy, Fantasy, Drama, Romance","35, 14, 18, 10749"
Epic Tails,"Animation, Adventure, Fantasy, Family, Comedy","16, 12, 14, 10751, 35"
The Jungle Book,"Family, Animation, Adventure","10751, 16, 12"
Coming to America,"Comedy, Romance","35, 10749"
Ghostbusters,"Comedy, Fantasy","35, 14"
Psycho,"Horror, Drama, Thriller","27, 18, 53"
Pitch Perfect 2,"Comedy, Music","35, 10402"
The Secret Life of Pets 2,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
The Remaining,"Thriller, Horror","53, 27"
The Locksmith,"Mystery, Thriller, Action, Crime, Drama","9648, 53, 28, 80, 18"
The Cat in the Hat,"Comedy, Adventure, Family, Fantasy","35, 12, 10751, 14"
Dragon Ball GT: A Hero's Legacy,"Animation, Family, Fantasy","16, 10751, 14"
Imagine Me & You,"Drama, Comedy, Romance","18, 35, 10749"
Air,"Drama, History","18, 36"
Sealed with a List,"TV Movie, Comedy, Romance, Drama","10770, 35, 10749, 18"
Jason Bourne,"Action, Thriller, Mystery, Drama","28, 53, 9648, 18"
The Black Phone,"Horror, Thriller","27, 53"
Kick-Ass,"Action, Crime","28, 80"
Prizefighter: The Life of Jem Belcher,"History, Drama","36, 18"
Ex Machina,"Drama, Science Fiction","18, 878"
Infinity Pool,"Horror, Science Fiction","27, 878"
The Great Wall,"Action, Adventure, Fantasy","28, 12, 14"
Edward Scissorhands,"Fantasy, Drama, Romance","14, 18, 10749"
The Purge,"Science Fiction, Horror, Thriller","878, 27, 53"
¿Quieres ser mi hijo?,"Comedy, Romance","35, 10749"
Life of Pi,"Adventure, Drama","12, 18"
Hugo,"Adventure, Drama, Family","12, 18, 10751"
Irreversible,"Drama, Thriller, Crime","18, 53, 80"
Irreversible,"Drama, Thriller, Crime","18, 53, 80"
Saw IV,"Horror, Thriller, Crime","27, 53, 80"
The Boy in the Striped Pyjamas,"Drama, War, History","18, 10752, 36"
Naruto Shippuden the Movie: Blood Prison,"Thriller, Animation, Action, Comedy, Horror, Mystery","53, 16, 28, 35, 27, 9648"
Mickey and Friends: Trick or Treats,"Animation, Family","16, 10751"
Neon Genesis Evangelion: The End of Evangelion,"Animation, Science Fiction, Action, Drama","16, 878, 28, 18"
Rush,"Drama, Action","18, 28"
Tom Clancy's Without Remorse,"Adventure, Action, Thriller, War","12, 28, 53, 10752"
The Return of the Living Dead,"Horror, Comedy","27, 35"
The Abyss,"Adventure, Action, Thriller, Science Fiction","12, 28, 53, 878"
Caligula,"Drama, History, Romance","18, 36, 10749"
Rambo,"Action, Thriller, War","28, 53, 10752"
The Ten Commandments,"Drama, History","18, 36"
Rudolph the Red-Nosed Reindeer,"Animation, Family, TV Movie","16, 10751, 10770"
Gemini Man,"Science Fiction, Action, Thriller","878, 28, 53"
Jennifer's Body,"Horror, Comedy","27, 35"
Next,"Action, Science Fiction, Thriller","28, 878, 53"
No Country for Old Men,"Crime, Drama, Thriller","80, 18, 53"
Project Gemini,"Science Fiction, Horror","878, 27"
I Believe,"Family, Drama","10751, 18"
Knowing,"Action, Mystery, Science Fiction, Thriller","28, 9648, 878, 53"
The Nutcracker and the Four Realms,"Fantasy, Adventure, Family","14, 12, 10751"
Pokémon Detective Pikachu,"Action, Adventure, Fantasy","28, 12, 14"
Jeepers Creepers: Reborn,"Horror, Thriller, Mystery","27, 53, 9648"
Encanto at the Hollywood Bowl,"Music, Documentary","10402, 99"
Get Out,"Mystery, Thriller, Horror","9648, 53, 27"
Just Go with It,"Comedy, Romance","35, 10749"
Dragon Ball Z: Battle of Gods,"Animation, Action, Science Fiction","16, 28, 878"
Dirty Grandpa,Comedy,35
Beast,"Thriller, Action, Horror","53, 28, 27"
Kill Bill: Vol. 1,"Action, Crime","28, 80"
Peter Pan & Wendy,"Family, Fantasy, Action, Adventure","10751, 14, 28, 12"
Five Feet Apart,"Romance, Drama","10749, 18"
LEGO Frozen Northern Lights,"Animation, Family","16, 10751"
Charlie's Angels: Full Throttle,"Action, Adventure, Comedy","28, 12, 35"
The Truman Show,"Comedy, Drama","35, 18"
Best. Christmas. Ever!,Comedy,35
Twelve Monkeys,"Science Fiction, Thriller, Mystery","878, 53, 9648"
About Time,"Drama, Romance, Fantasy","18, 10749, 14"
1917,"War, Action, Drama","10752, 28, 18"
Hereditary,"Horror, Mystery, Thriller","27, 9648, 53"
Shrapnel,"Action, Thriller, Drama","28, 53, 18"
Renfield,"Comedy, Horror, Fantasy","35, 27, 14"
Sayen: Desert Road,"Action, Thriller","28, 53"
RRR,"Action, Drama","28, 18"
Princess Mononoke,"Adventure, Fantasy, Animation","12, 14, 16"
Some Be,,
Van Helsing,"Horror, Adventure, Action","27, 12, 28"
Scream 4,"Horror, Mystery","27, 9648"
A Man Called Otto,"Comedy, Drama","35, 18"
There Will Be Blood,Drama,18
Annabelle Comes Home,"Horror, Mystery, Thriller","27, 9648, 53"
Pearl Harbor,"War, History, Romance, Drama","10752, 36, 10749, 18"
Fifty Shades Darker,"Drama, Romance","18, 10749"
Bolt,"Animation, Family, Adventure, Comedy","16, 10751, 12, 35"
Godzilla,"Thriller, Horror, Science Fiction","53, 27, 878"
Léon: The Professional,"Crime, Drama, Action","80, 18, 28"
Pinocchio,"Fantasy, Adventure, Family","14, 12, 10751"
Ferrari,"Drama, History","18, 36"
Greyhound,"War, Action, Drama","10752, 28, 18"
American History X,Drama,18
Edge of Tomorrow,"Action, Science Fiction","28, 878"
Scooby-Doo,"Mystery, Adventure, Comedy","9648, 12, 35"
Rush Hour 3,"Action, Comedy, Crime","28, 35, 80"
Annabelle,Horror,27
Love & Passion,Drama,18
Deep Impact,"Action, Drama, Science Fiction","28, 18, 878"
Spartacus,"History, War, Drama, Adventure","36, 10752, 18, 12"
Malignant,"Mystery, Horror, Thriller","9648, 27, 53"
Lou,"Action, Thriller","28, 53"
Duck Duck Goose,"Animation, Family, Adventure, Comedy","16, 10751, 12, 35"
Full Metal Jacket,"Drama, War","18, 10752"
Dumb Money,"Comedy, Drama, History","35, 18, 36"
Eternal Sunshine of the Spotless Mind,"Science Fiction, Drama, Romance","878, 18, 10749"
Die Hard: With a Vengeance,"Action, Thriller","28, 53"
Nope,"Horror, Science Fiction, Mystery","27, 878, 9648"
Brightburn,"Horror, Science Fiction, Thriller, Mystery","27, 878, 53, 9648"
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy, Family, Science Fiction","28, 12, 35, 10751, 878"
Kiki's Delivery Service,"Animation, Family, Fantasy","16, 10751, 14"
Terminator 3: Rise of the Machines,"Action, Thriller, Science Fiction","28, 53, 878"
Happy Feet,"Animation, Comedy, Family","16, 35, 10751"
Warrior,"Drama, Action","18, 28"
Kingsman: The Golden Circle,"Action, Adventure, Comedy","28, 12, 35"
The Revenant,"Western, Drama, Adventure","37, 18, 12"
Fantastic Beasts: The Crimes of Grindelwald,"Fantasy, Adventure, Family","14, 12, 10751"
Hocus Pocus,"Fantasy, Comedy, Family","14, 35, 10751"
Wingwomen,"Action, Comedy, Drama","28, 35, 18"
Kung Fu Panda: Secrets of the Scroll,"Animation, Family, Comedy","16, 10751, 35"
A Whisker Away,"Animation, Drama, Romance, Fantasy","16, 18, 10749, 14"
Puss in Boots,"Animation, Family, Fantasy, Adventure, Comedy","16, 10751, 14, 12, 35"
The Empire Strikes Back,"Adventure, Action, Science Fiction","12, 28, 878"
Sucker Punch,"Action, Fantasy, Thriller","28, 14, 53"
Saw II,Horror,27
Orphan,"Horror, Thriller, Mystery","27, 53, 9648"
The Witch,"Horror, Mystery, Drama","27, 9648, 18"
John Carter,"Action, Adventure, Science Fiction","28, 12, 878"
H4Z4RD,"Action, Comedy","28, 35"
Trolls Holiday in Harmony,"Animation, Fantasy, Family","16, 14, 10751"
No Dogs or Italians Allowed,"Animation, Drama","16, 18"
Blackhat,"Crime, Thriller, Action","80, 53, 28"
Tom & Jerry,"Comedy, Family, Animation","35, 10751, 16"
Legion,"Horror, Action, Fantasy","27, 28, 14"
101 Dalmatians,"Family, Comedy","10751, 35"
Contagion,"Drama, Thriller, Science Fiction","18, 53, 878"
Dora and the Lost City of Gold,"Adventure, Comedy, Family, Fantasy","12, 35, 10751, 14"
Resident Evil: Damnation,"Animation, Horror, Action","16, 27, 28"
RoboCop,"Action, Thriller, Science Fiction","28, 53, 878"
Halloween Ends,"Horror, Thriller","27, 53"
"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends","Animation, Action, Adventure, Comedy, Fantasy","16, 28, 12, 35, 14"
The SpongeBob Movie: Sponge Out of Water,"Family, Adventure, Comedy, Fantasy, Animation","10751, 12, 35, 14, 16"
I Want You,"Drama, Romance","18, 10749"
Salt,"Action, Mystery, Thriller","28, 9648, 53"
Ava,"Action, Thriller, Crime","28, 53, 80"
The Living Daylights,"Action, Adventure, Thriller","28, 12, 53"
Daddy's Home,Comedy,35
The Adam Project,"Adventure, Science Fiction","12, 878"
IF,"Comedy, Fantasy, Drama, Family, Animation","35, 14, 18, 10751, 16"
Wonder,"Drama, Family","18, 10751"
Chicken Little,"Animation, Family, Comedy","16, 10751, 35"
Wrong Turn 3: Left for Dead,"Horror, Thriller","27, 53"
Home Alone: The Holiday Heist,"Comedy, Family, TV Movie","35, 10751, 10770"
Straight Outta Compton,"Drama, Music, History","18, 10402, 36"
Highlander,"Adventure, Action, Fantasy","12, 28, 14"
Sinister,"Horror, Thriller, Mystery","27, 53, 9648"
Deep Fear,"Horror, Thriller, Action","27, 53, 28"
Tracers,Action,28
